experiment_id,excel_row,source,data_type,use_in_demo,htl_name,perovskite_system,device_config,passivator_combo,has_3MTPAI,has_PDAI2,has_EDAI2,has_PipDI,concentration_text,solvent,spin_speed_rpm,spin_time_s,anneal_temp_C,anneal_time_min,PCE_percent,Voc_V,Jsc_mA_cm2,FF_percent,demo_stage,recommendation_role,extraction_confidence,evidence_text,raw_preparation_short
DEMO-011,989,329,literature_extracted,yes,MPA-EBT-BA,(FAPb0.5Sn0.5I3)0.6 (MAPb0.5Sn0.5I3)0.3 (CsPb0.5Sn0.5I3)0.1,p-i-n,EDAI2,0,0,1,0,,TL + DE,4000,30.0,100.0,5.0,23.49,0.88,32.75,81.51,screening_hit,screening positive,medium-low,"or 10 s and 4000 rpm for 50 s). 500 μL CB was dropped onto the substrates during the second spin-coating step. Then, the perovskite films were annealed at 100 °C for 10 min. 70 μL EDAI2 solution was deposited on the LBG perovskite films at 4000 rpm for 30 s, followed by annealing at 100 °C for 5 min. Finally, the obtained perovskite films were successively evaporated 20-nm C60, 5-nm BCP and 100-nm Cu. All-perovskite TSCs: The cleaning of ITO substrates is the same as mentioned above. 70 μL solution (0.3 mg mL-1 ) of 2F dissolved in TL was deposited on the ITO substrates and spin-coated at 4000 rpm for 30 s, followed by annealing at 100 °C for 15 min. The perovskite precursor was dropped on HSCs and immediately spin-coated using a two-stage technique (500 rpm for 2 s and 4000 rpm for 60 s), with 660 μL DE dripped at 25 s of the second step. Then the obtained WBG perovskite films were annealed at 60 °C for 2 min, followed by 100 °C for 10 min. After the perovskite films were cooled down, 70 μL of 2-thiopheneethylammonium chloride (TEACl) solution was deposited onto the perovskite films at 3000 rpm for 30 s, and annealed at 100 °C for 5 min. The as-prepared perovsk","Preparation_of_Perovskite_Solar_Cell: For BT/MBT/EBT/MEBT HSCs, 60 μL solution (0.35 mg mL-1 in TL) was deposited on the ITO substrates and then spin-coated at 3000 rpm for 20 s, followed by annealing at 105 °C for 10 min. 55 μL perovskite precursor solution was spin-coated onto the HSCs by a two-step process (1000 rpm for 10 s and 4000 rpm for 50 s). 500 μL CB was dropped onto the substrates during the second spin-coating step. Then, the perovskite films were annealed at 100 °C for 10 min. 70 μL EDAI2 solution was deposited on the LBG perovskite films at 4000 rpm for 30 s, followed by annealing at 100 °C for 5 min. Finally, the obtained perovskite films were successively evaporated 20-nm C60, 5-nm BCP and 100-nm Cu. All-perovskite TSCs: The cleaning of ITO substrates is the same as mentioned above. 70 μL solution (0.3 mg mL-1 ) of 2F dissolved in TL was deposited on the ITO substrates and spin-coated at 4000 rpm for 30 s, followed by annealing at 100 °C for 15 min. The perovskite prec"
DEMO-012,990,329,literature_extracted,yes,MPA-MEBT-BA,(FAPb0.5Sn0.5I3)0.6 (MAPb0.5Sn0.5I3)0.3 (CsPb0.5Sn0.5I3)0.1,p-i-n,EDAI2,0,0,1,0,,TL + DE,4000,30.0,100.0,5.0,22.01,0.87,32.49,77.88,screening_hit,screening positive,medium-low,"or 10 s and 4000 rpm for 50 s). 500 μL CB was dropped onto the substrates during the second spin-coating step. Then, the perovskite films were annealed at 100 °C for 10 min. 70 μL EDAI2 solution was deposited on the LBG perovskite films at 4000 rpm for 30 s, followed by annealing at 100 °C for 5 min. Finally, the obtained perovskite films were successively evaporated 20-nm C60, 5-nm BCP and 100-nm Cu. All-perovskite TSCs: The cleaning of ITO substrates is the same as mentioned above. 70 μL solution (0.3 mg mL-1 ) of 2F dissolved in TL was deposited on the ITO substrates and spin-coated at 4000 rpm for 30 s, followed by annealing at 100 °C for 15 min. The perovskite precursor was dropped on HSCs and immediately spin-coated using a two-stage technique (500 rpm for 2 s and 4000 rpm for 60 s), with 660 μL DE dripped at 25 s of the second step. Then the obtained WBG perovskite films were annealed at 60 °C for 2 min, followed by 100 °C for 10 min. After the perovskite films were cooled down, 70 μL of 2-thiopheneethylammonium chloride (TEACl) solution was deposited onto the perovskite films at 3000 rpm for 30 s, and annealed at 100 °C for 5 min. The as-prepared perovsk","Preparation_of_Perovskite_Solar_Cell: For BT/MBT/EBT/MEBT HSCs, 60 μL solution (0.35 mg mL-1 in TL) was deposited on the ITO substrates and then spin-coated at 3000 rpm for 20 s, followed by annealing at 105 °C for 10 min. 55 μL perovskite precursor solution was spin-coated onto the HSCs by a two-step process (1000 rpm for 10 s and 4000 rpm for 50 s). 500 μL CB was dropped onto the substrates during the second spin-coating step. Then, the perovskite films were annealed at 100 °C for 10 min. 70 μL EDAI2 solution was deposited on the LBG perovskite films at 4000 rpm for 30 s, followed by annealing at 100 °C for 5 min. Finally, the obtained perovskite films were successively evaporated 20-nm C60, 5-nm BCP and 100-nm Cu. All-perovskite TSCs: The cleaning of ITO substrates is the same as mentioned above. 70 μL solution (0.3 mg mL-1 ) of 2F dissolved in TL was deposited on the ITO substrates and spin-coated at 4000 rpm for 30 s, followed by annealing at 100 °C for 15 min. The perovskite prec"
DEMO-013,1004,335,literature_extracted,yes,CzTh,(CsPb(I0.92Br0.08)3)0.05 (FAPb(I0.92Br0.08)3)0.8795 (MAPb(I0.92Br0.08)3)0.0765,p-i-n,PDAI2,0,1,0,0,5 mg/mL,IPA + CB + mixed IPA/CB,4500,25.0,,,23.0,1.141,24.53,82.11,screening_hit,screening positive,medium-low,"ring the second spin-coating step at 5 s before the end of the procedure. Then, the prepared perovskite film was annealed at 100 °C for 30 min. The propylenediamine dihydroiodine (PDAI2) solution (5 mg/mL PDAI2 in IPA/CB (V:V = 1:1)) was deposited on top of the perovskite layer at a rotational speed of 4500 rpm for 25 s. We used thermally evaporated double layers, including C60 (20 nm) and 2,9-Dimethyl-4,7-diphenyl-1,10-phenanthroline (BCP) (5 nm), as cathode buffer layer in the device by vacuum evaporation under 2 × 10-4 mbar. Finally, an Ag electrode (90 nm) was thermally evaporated (under a vacuum condition of <10-5 Pa) using a shadow mask to complete the fabrication. When measuring, a 0.0625cm2 mask was used to define the accurate active cell area. The hole-only samples for the SCLC measurements were fabricated with a configuration of ITO/SAMs/perovskite/spiro-OMeTAD/Ag according to the PSC fabrication procedure. The concentration of spiro-OMeTAD solution was 50mg/mL in chlorobenezene, where 30 μL of 4-tert-butylpyridine and 35 μL of lithium bis(trifluoromethane-sulfonyl)imide (Li-TFSI) solution (260 mg Li-TFSI in 1 mL acetonitrile) were added as additives. ","Preparation_of_Perovskite_Solar_Cell:The CsFAMAPIXBr3-X perovskite layer was fabricated by the anti-solvent method. 1.4 M perovskite precursor solution was prepared by mixing PbI2, FAI, PbBr2, MABr, CsI, MACl (5 mol%) in 1 mL DMF and DMSO (4:1, v:v) with a chemical formula of Cs0.05(FA0.92MA0.08)0.95Pb(I0.92Br0.08)3. The perovskite layer was deposited with two-step spin-coating procedures: (1) 1000 rpm for 10 s; (2) 4000 rpm for 30 s, where 150 mL of chlorobenzene was dropped on the spinning substrate during the second spin-coating step at 5 s before the end of the procedure. Then, the prepared perovskite film was annealed at 100 °C for 30 min. The propylenediamine dihydroiodine (PDAI2) solution (5 mg/mL PDAI2 in IPA/CB (V:V = 1:1)) was deposited on top of the perovskite layer at a rotational speed of 4500 rpm for 25 s. We used thermally evaporated double layers, including C60 (20 nm) and 2,9-Dimethyl-4,7-diphenyl-1,10-phenanthroline (BCP) (5 nm), as cathode buffer layer in the device "
DEMO-014,1005,335,literature_extracted,yes,Me-4PACz,(CsPb(I0.92Br0.08)3)0.05 (FAPb(I0.92Br0.08)3)0.8795 (MAPb(I0.92Br0.08)3)0.0765,p-i-n,PDAI2,0,1,0,0,5 mg/mL,IPA + CB + mixed IPA/CB,4500,25.0,,,21.81,1.134,24.32,79.07,screening_pool,screening/background,medium-low,"ring the second spin-coating step at 5 s before the end of the procedure. Then, the prepared perovskite film was annealed at 100 °C for 30 min. The propylenediamine dihydroiodine (PDAI2) solution (5 mg/mL PDAI2 in IPA/CB (V:V = 1:1)) was deposited on top of the perovskite layer at a rotational speed of 4500 rpm for 25 s. We used thermally evaporated double layers, including C60 (20 nm) and 2,9-Dimethyl-4,7-diphenyl-1,10-phenanthroline (BCP) (5 nm), as cathode buffer layer in the device by vacuum evaporation under 2 × 10-4 mbar. Finally, an Ag electrode (90 nm) was thermally evaporated (under a vacuum condition of <10-5 Pa) using a shadow mask to complete the fabrication. When measuring, a 0.0625cm2 mask was used to define the accurate active cell area. The hole-only samples for the SCLC measurements were fabricated with a configuration of ITO/SAMs/perovskite/spiro-OMeTAD/Ag according to the PSC fabrication procedure. The concentration of spiro-OMeTAD solution was 50mg/mL in chlorobenezene, where 30 μL of 4-tert-butylpyridine and 35 μL of lithium bis(trifluoromethane-sulfonyl)imide (Li-TFSI) solution (260 mg Li-TFSI in 1 mL acetonitrile) were added as additives. ","Preparation_of_Perovskite_Solar_Cell:The CsFAMAPIXBr3-X perovskite layer was fabricated by the anti-solvent method. 1.4 M perovskite precursor solution was prepared by mixing PbI2, FAI, PbBr2, MABr, CsI, MACl (5 mol%) in 1 mL DMF and DMSO (4:1, v:v) with a chemical formula of Cs0.05(FA0.92MA0.08)0.95Pb(I0.92Br0.08)3. The perovskite layer was deposited with two-step spin-coating procedures: (1) 1000 rpm for 10 s; (2) 4000 rpm for 30 s, where 150 mL of chlorobenzene was dropped on the spinning substrate during the second spin-coating step at 5 s before the end of the procedure. Then, the prepared perovskite film was annealed at 100 °C for 30 min. The propylenediamine dihydroiodine (PDAI2) solution (5 mg/mL PDAI2 in IPA/CB (V:V = 1:1)) was deposited on top of the perovskite layer at a rotational speed of 4500 rpm for 25 s. We used thermally evaporated double layers, including C60 (20 nm) and 2,9-Dimethyl-4,7-diphenyl-1,10-phenanthroline (BCP) (5 nm), as cathode buffer layer in the device "
DEMO-015,1013,339,literature_extracted,yes,RS-2,(FAPb(I0.76Br0.24)3)0.8 (CsPb(I0.76Br0.24)3)0.05 (MAPb(I0.76Br0.24)3)0.15,p-i-n,EDAI2,0,0,1,0,0.3 mg mL-1,IPA,3000,30.0,100.0,2.0,26.3,1.19,25.8,85.7,high_performance_seed,candidate high-PCE seed,medium,"ed to the hotplate and annealed at 100 °C for 30 min. Afterwards, ~1 nm LiF was deposited on perovskite film by thermal evaporation. The organic salts ethanediamine dihydroiodide (EDAI, 0.3 mg mL-1 in IPA) was spin-coated onto the LiF-coated perovskite film at 3000 rpm for 30 s and then annealed at 100 °C for 2 min. After cooling down to the room temperature, 100 μL IPA solvent was dropped at 5000 rpm to the substrate to wash possible residual ethanediamine dihydroiodide material. 10 nm C 60 was deposited by thermal evaporation. Then, 15 nm SnO 2 was deposited by atomic layer deposition (ALD). Through a shadow mask, 30 nm IZO layer was deposited onto the SnO 2 coated surface by using radio frequency (RF) magnetron sputtering. Finally, 700 nm Ag finger and 110 nm MgF 2 were thermally deposited under high vacuum. Preparation_of_Substrate: Perovskite solar cell devices having the structure of ITO/HTL/FA0.8MA0.15Cs0.05Pb(I0.76Br0.24)3/C60/BCP/Ag. Silicon substrates (2.03 × 2.03 cm2) with a symmetrical structure of nc-SiO x :H (n-type)/i-a-Si:H/n-type c-Si/i-a-Si:H/nc-SiO x :H (n-type) were prepared. An n-doped charge transport layer was used on the backside of silic","Preparation_of_Perovskite_Solar_Cell: For preparation perovskite film, wide-band gap perovskite precursor solution (1.6 M) with a composition of FA 0.8 MA 0.15 Cs 0.05 Pb(I 0.76 Br 0.24 ) 3 and 5% excess PbX 2 (X=I, Br) was prepared in mixed solvent of DMF/DMSO (4:1, v/v) and stirred overnight. The perovskite precursor was then filtered using a 0.22 μm PTFE membrane and spin-coated on the as prepared substrates at 1000 rpm for 40 s and 3000 rpm for 20 s, 200 μL ethyl acetate was dropped in the center of the film at 10 s before the end. Then the substrates were immediately transferred to the hotplate and annealed at 100 °C for 30 min. Afterwards, ~1 nm LiF was deposited on perovskite film by thermal evaporation. The organic salts ethanediamine dihydroiodide (EDAI, 0.3 mg mL-1 in IPA) was spin-coated onto the LiF-coated perovskite film at 3000 rpm for 30 s and then annealed at 100 °C for 2 min. After cooling down to the room temperature, 100 μL IPA solvent was dropped at 5000 rpm to the "
DEMO-016,1018,343,literature_extracted,yes,4PATTI-C3,(CsPb(I2.75Br0.25))0.03 (FAPb(I2.75Br0.25))0.8 (MAPb(I2.75Br0.25))0.15,p-i-n,EDAI2,0,0,1,0,6 M,DMSO,,,,,19.3,1.14,23,74,screening_pool,screening/background,medium-low," FAI (703 mg, 4.09 mmol) dissolved in a mixture of DMF (3.0 mL) and DMSO (0.90 mL).The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The above samples were moved under Ar to a vacuum deposition chamber, where 20 nm of C60 (deposition rate 0.05 nm s-1) and 8 nm of BCP (deposition rate 0.01 nm s-1) were deposited by thermal evaporation. The top electrode was prepared by depositing 100 nm of silver (deposition rate 0.005 nm s-1) through a shadow mask. Preparation_of_Substrate: Perovskite solar cell devices having the structure of FTO/HTL/Cs0.03FA0.8MA0.15PbI2.75Br0.25/EDAI2/BCP/Ag.The valence band is -5.58eV.Preparation of Transparent Conductive Oxide (TCO) Substrates Glass/ITO substrates (10 Ω sq-1) or glass/FTO substrates (10 Ω sq-1, AGC Inc.) were etched with zinc powder and HCl (6 M in de-ionized water), and consecutively cleaned with 15 min ultrasonic bath in water, acetone, detergent solution (Semico Clean 56, Furuuchi chemical), water, and isopropanol, followed by drying with a","Preparation_of_Perovskite_Solar_Cell:Fabrication of Perovskite Layer The Cs0.05FA0.80MA0.15PbI2.75Br0.25 (shallow valence band) precursor solution was prepared from CsI (69 mg, 0.27 mmol), MABr (85 mg, 0.76 mmol), PbI2 (2.24 g, 4.85 mmol), PbBr2 (96 mg, 0.26 mmol), and FAI (703 mg, 4.09 mmol) dissolved in a mixture of DMF (3.0 mL) and DMSO (0.90 mL).The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The above samples were moved under Ar to a vacuum deposition chamber, where 20 nm of C60 (deposition rate 0.05 nm s-1) and 8 nm of BCP (deposition rate 0.01 nm s-1) were deposited by thermal evaporation. The top electrode was prepared by depositing 100 nm of silver (deposition rate 0.005 nm s-1) through a shadow mask. Preparation_of_Substrate: Perovskite solar cell devices having the structure of FTO/HTL/Cs0.03"
DEMO-017,1019,343,literature_extracted,yes,4PATTI-C4,(CsPb(I2.75Br0.25))0.03 (FAPb(I2.75Br0.25))0.8 (MAPb(I2.75Br0.25))0.15,p-i-n,EDAI2,0,0,1,0,6 M,DMSO,,,,,19.4,1.12,22.8,76,screening_pool,screening/background,medium-low," FAI (703 mg, 4.09 mmol) dissolved in a mixture of DMF (3.0 mL) and DMSO (0.90 mL).The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The above samples were moved under Ar to a vacuum deposition chamber, where 20 nm of C60 (deposition rate 0.05 nm s-1) and 8 nm of BCP (deposition rate 0.01 nm s-1) were deposited by thermal evaporation. The top electrode was prepared by depositing 100 nm of silver (deposition rate 0.005 nm s-1) through a shadow mask. Preparation_of_Substrate: Perovskite solar cell devices having the structure of FTO/HTL/Cs0.03FA0.8MA0.15PbI2.75Br0.25/EDAI2/BCP/Ag.The valence band is -5.58eV.Preparation of Transparent Conductive Oxide (TCO) Substrates Glass/ITO substrates (10 Ω sq-1) or glass/FTO substrates (10 Ω sq-1, AGC Inc.) were etched with zinc powder and HCl (6 M in de-ionized water), and consecutively cleaned with 15 min ultrasonic bath in water, acetone, detergent solution (Semico Clean 56, Furuuchi chemical), water, and isopropanol, followed by drying with a","Preparation_of_Perovskite_Solar_Cell:Fabrication of Perovskite Layer The Cs0.05FA0.80MA0.15PbI2.75Br0.25 (shallow valence band) precursor solution was prepared from CsI (69 mg, 0.27 mmol), MABr (85 mg, 0.76 mmol), PbI2 (2.24 g, 4.85 mmol), PbBr2 (96 mg, 0.26 mmol), and FAI (703 mg, 4.09 mmol) dissolved in a mixture of DMF (3.0 mL) and DMSO (0.90 mL).The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The above samples were moved under Ar to a vacuum deposition chamber, where 20 nm of C60 (deposition rate 0.05 nm s-1) and 8 nm of BCP (deposition rate 0.01 nm s-1) were deposited by thermal evaporation. The top electrode was prepared by depositing 100 nm of silver (deposition rate 0.005 nm s-1) through a shadow mask. Preparation_of_Substrate: Perovskite solar cell devices having the structure of FTO/HTL/Cs0.03"
DEMO-018,1020,343,literature_extracted,yes,4PATTI-C3,(CsPb(I2.75Br0.24))0.03 (FAPb(I2.75Br0.24))0.87 (MAPb(I2.75Br0.24))0.08,p-i-n,EDAI2,0,0,1,0,,,,,,,21.7,1.13,23.6,81,screening_pool,screening/background,medium-low,"ning at 6000 rpm The films were then annealed on a hot plate at 150 °C for 10 min. The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The above samples were moved under Ar to a vacuum deposition chamber, where 20 nm of C60 (deposition rate 0.05 nm s-1) and 8 nm of BCP (deposition rate 0.01 nm s-1) were deposited by thermal evaporation. The top electrode was prepared by depositing 100 nm of silver (deposition rate 0.005 nm s-1) through a shadow mask. Preparation_of_Substrate: Perovskite solar cell devices having the structure of FTO/HTL/Cs0.03FA0.87MA0.08PbI2.75Br0.24/EDAI2/BCP/Ag. The valence band is -5.69eV.Preparation of Transparent Conductive Oxide (TCO) Substrates Glass/ITO substrates (10 Ω sq-1) or glass/FTO substrates (10 Ω sq-1, AGC Inc.) were etched with zinc powder and HCl (6 M in de-ionized water), and consecutively cleaned with 15 min ultrasonic bath in water, acetone, detergent solution (Semico Clean 56, Furuuchi chemical), water, and isopropanol, followed by drying with","Preparation_of_Perovskite_Solar_Cell:The Cs0.05FA0.87MA0.08PbI2.76Br0.24 (deep valence band) precursor solution was prepared from CsI (66 mg, 0.26 mmol), MABr (46 mg, 0.41 mmol), PbI2 (2.17 g, 4.70 mmol), PbBr2 (150 mg, 0.41 mmol), and FAI (764 mg, 4.44 mmol) dissolved in a mixture of DMF (3.0 mL) and DMSO (0.90 mL). After stirring at 40 °C for 30 min, the solution was filtered with a 0.45 µm PTFE filter. 190 µL of the solution was placed on a TCO/HCM substrate and spread by spin-coating (slope 1 s, 1000 rpm 10 s, slope 5 s, 6000 rpm 20 s, slope 1 s) to make a thin film. 300 µL of chlorobenzene was dripped over the rotating substrate at 3 s before the end of the spinning at 6000 rpm The films were then annealed on a hot plate at 150 °C for 10 min. The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The abov"
DEMO-019,1021,343,literature_extracted,yes,4PATTI-C4,(CsPb(I2.75Br0.24))0.03 (FAPb(I2.75Br0.24))0.87 (MAPb(I2.75Br0.24))0.08,p-i-n,EDAI2,0,0,1,0,,,,,,,18.9,1.12,23.1,73,screening_pool,screening/background,medium-low,"ning at 6000 rpm The films were then annealed on a hot plate at 150 °C for 10 min. The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The above samples were moved under Ar to a vacuum deposition chamber, where 20 nm of C60 (deposition rate 0.05 nm s-1) and 8 nm of BCP (deposition rate 0.01 nm s-1) were deposited by thermal evaporation. The top electrode was prepared by depositing 100 nm of silver (deposition rate 0.005 nm s-1) through a shadow mask. Preparation_of_Substrate: Perovskite solar cell devices having the structure of FTO/HTL/Cs0.03FA0.87MA0.08PbI2.75Br0.24/EDAI2/BCP/Ag. The valence band is -5.69eV.Preparation of Transparent Conductive Oxide (TCO) Substrates Glass/ITO substrates (10 Ω sq-1) or glass/FTO substrates (10 Ω sq-1, AGC Inc.) were etched with zinc powder and HCl (6 M in de-ionized water), and consecutively cleaned with 15 min ultrasonic bath in water, acetone, detergent solution (Semico Clean 56, Furuuchi chemical), water, and isopropanol, followed by drying with","Preparation_of_Perovskite_Solar_Cell:The Cs0.05FA0.87MA0.08PbI2.76Br0.24 (deep valence band) precursor solution was prepared from CsI (66 mg, 0.26 mmol), MABr (46 mg, 0.41 mmol), PbI2 (2.17 g, 4.70 mmol), PbBr2 (150 mg, 0.41 mmol), and FAI (764 mg, 4.44 mmol) dissolved in a mixture of DMF (3.0 mL) and DMSO (0.90 mL). After stirring at 40 °C for 30 min, the solution was filtered with a 0.45 µm PTFE filter. 190 µL of the solution was placed on a TCO/HCM substrate and spread by spin-coating (slope 1 s, 1000 rpm 10 s, slope 5 s, 6000 rpm 20 s, slope 1 s) to make a thin film. 300 µL of chlorobenzene was dripped over the rotating substrate at 3 s before the end of the spinning at 6000 rpm The films were then annealed on a hot plate at 150 °C for 10 min. The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The abov"
DEMO-020,1022,344,literature_extracted,yes,MeO-2PACz,(CsPb(I2.75Br0.25))0.05 (FAPb(I2.75Br0.25))0.8 (MAPb(I2.75Br0.25))0.15,p-i-n,EDAI2,0,0,1,0,,,,,,,21.0,1.12,23.4,80,screening_pool,screening/background,medium-low,"µL of chlorobenzene was dripped over the rotating substrate at 3 s before the end of the spinning at 6000 rpm The films were then annealed on a hot plate at 150 °C for 10 min. For EDAI2 surface treatment: The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The above samples were moved under Ar to a vacuum deposition chamber, where 20 nm of C60 (deposition rate 0.05 nm s-1) and 8 nm of BCP (deposition rate 0.01 nm s-1) were deposited by thermal evaporation. The top electrode was prepared by depositing 100 nm of silver (deposition rate 0.005 nm s-1) through a shadow mask. Preparation_of_Substrate: Perovskite solar cell devices having the structure of FTO/HTL/Cs0.05FA0.80MA0.15PbI2.75Br0.25/EDAI2/C60/BCP/Ag. Glass/ITO substrates (10 Ω sq-1) or glass/FTO substrates (10 Ω sq-1, AGC Inc.) were etched with zinc powder and HCl (6 M in de-ionized water), and consecutively cleaned with 15 min ultrasonic bath in water, acetone, detergent solution (Semico Clean 56, Furuuchi chemical), water, and","Preparation_of_Perovskite_Solar_Cell:Fabrication of Cs0.05FA0.80MA0.15PbI2.75Br0.25 Layer The precursor solution was prepared from CsI (69 mg, 0.27 mmol), MABr (85 mg, 0.76 mmol), PbI2 (2.24 g, 4.85 mmol), PbBr2 (96 mg, 0.26 mmol), and FAI (703 mg, 4.09 mmol) dissolved in a mixture of DMF (3.0 mL) and DMSO (0.90 mL). After stirring at 40 °C for 30 min, the solution was filtered with a 0.45 µm PTFE filter. 190 µL of the solution was placed on a TCO/HCM substrate and spread by spin-coating (slope 1 s, 1000 rpm 10 s, slope 5 s, 6000 rpm 20 s, slope 1 s) to make a thin film. 300 µL of chlorobenzene was dripped over the rotating substrate at 3 s before the end of the spinning at 6000 rpm The films were then annealed on a hot plate at 150 °C for 10 min. For EDAI2 surface treatment: The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer"
DEMO-021,1023,344,literature_extracted,yes,1PATAT-C3,(CsPb(I2.75Br0.25))0.05 (FAPb(I2.75Br0.25))0.8 (MAPb(I2.75Br0.25))0.15,p-i-n,EDAI2,0,0,1,0,,,,,,,21.1,1.06,24,82,screening_pool,screening/background,medium-low,"µL of chlorobenzene was dripped over the rotating substrate at 3 s before the end of the spinning at 6000 rpm The films were then annealed on a hot plate at 150 °C for 10 min. For EDAI2 surface treatment: The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer and Metal Electrode The above samples were moved under Ar to a vacuum deposition chamber, where 20 nm of C60 (deposition rate 0.05 nm s-1) and 8 nm of BCP (deposition rate 0.01 nm s-1) were deposited by thermal evaporation. The top electrode was prepared by depositing 100 nm of silver (deposition rate 0.005 nm s-1) through a shadow mask. Preparation_of_Substrate: Perovskite solar cell devices having the structure of FTO/HTL/Cs0.05FA0.80MA0.15PbI2.75Br0.25/EDAI2/C60/BCP/Ag. Glass/ITO substrates (10 Ω sq-1) or glass/FTO substrates (10 Ω sq-1, AGC Inc.) were etched with zinc powder and HCl (6 M in de-ionized water), and consecutively cleaned with 15 min ultrasonic bath in water, acetone, detergent solution (Semico Clean 56, Furuuchi chemical), water, and","Preparation_of_Perovskite_Solar_Cell:Fabrication of Cs0.05FA0.80MA0.15PbI2.75Br0.25 Layer The precursor solution was prepared from CsI (69 mg, 0.27 mmol), MABr (85 mg, 0.76 mmol), PbI2 (2.24 g, 4.85 mmol), PbBr2 (96 mg, 0.26 mmol), and FAI (703 mg, 4.09 mmol) dissolved in a mixture of DMF (3.0 mL) and DMSO (0.90 mL). After stirring at 40 °C for 30 min, the solution was filtered with a 0.45 µm PTFE filter. 190 µL of the solution was placed on a TCO/HCM substrate and spread by spin-coating (slope 1 s, 1000 rpm 10 s, slope 5 s, 6000 rpm 20 s, slope 1 s) to make a thin film. 300 µL of chlorobenzene was dripped over the rotating substrate at 3 s before the end of the spinning at 6000 rpm The films were then annealed on a hot plate at 150 °C for 10 min. For EDAI2 surface treatment: The above perovskite samples were moved under Ar to a vacuum deposition chamber, where 0.5 nm of EDAI2 (deposition rate 0.01 nm s-1) was deposited by thermal evaporation. Fabrication of Electron Transporting Layer"
